chrom	chrompos	abspos	bincount	ratio	seg.mean.LOWESS
1	1311585	1311585	133.347117822006	0.736724407856388	0.813211813088843
1	1988509	1988509	109.473558553758	0.604826290352254	0.813211813088843
1	2529294	2529294	132.618110143965	0.732696741126881	0.813211813088843
1	3144679	3144679	116.138954298686	0.641651681208209	0.813211813088843
1	3664504	3664504	149.932790246031	0.828357957160394	0.813211813088843
1	4369117	4369117	130.544225829089	0.721238816735297	0.813211813088843
1	4893187	4893187	162.890591374981	0.899948018646305	0.813211813088843
1	5434548	5434548	143.531128903633	0.792989662451012	0.813211813088843
1	5964111	5964111	145.582618116104	0.804323856995051	0.813211813088843
1	6523266	6523266	117.591171282161	0.649674979459454	0.813211813088843
1	7082403	7082403	142.601703540262	0.787854715692057	0.813211813088843
1	7616468	7616468	133.224353873054	0.736046153994771	0.813211813088843
1	8179702	8179702	125.676317184125	0.694344293834942	0.813211813088843
1	8750760	8750760	157.467161090052	0.86998431541465	0.813211813088843
1	9336763	9336763	101.139019856546	0.558779115229534	0.813211813088843
1	9924955	9924955	141.204709151198	0.780136514647503	0.813211813088843
1	10539462	10539462	147.752558800476	0.81631247956064	0.813211813088843
1	11088816	11088816	133.746338106302	0.7389300447862	0.813211813088843
1	11659399	11659399	135.97663398853	0.751252121483592	0.813211813088843
1	12236299	12236299	140.815503527203	0.777986207332612	0.813211813088843
1	14208872	14208872	144.870806471117	0.800391195973025	0.813211813088843
1	14754111	14754111	132.669481835167	0.732980562625234	0.813211813088843
1	15289750	15289750	114.133829807383	0.630573645344655	0.813211813088843
1	15848621	15848621	156.58236381613	0.865095932685803	0.813211813088843
1	17307126	17307126	132.248439420901	0.73065436144144	0.813211813088843
1	17878681	17878681	140.46415455611	0.776045052796186	0.813211813088843
1	18403246	18403246	143.55866501285	0.793141795651105	0.813211813088843
1	18925641	18925641	127.411109419221	0.703928781321664	0.813211813088843
1	19452725	19452725	150.351112841802	0.83066913172266	0.813211813088843
1	20014360	20014360	124.516467594782	0.687936285054043	0.813211813088843
1	20575805	20575805	142.376351515854	0.78660967688317	0.813211813088843
1	21126185	21126185	141.116765350517	0.779650637295672	0.813211813088843
1	21698065	21698065	132.068000457214	0.729657461089578	0.813211813088843
1	22303597	22303597	140.690342970335	0.777294712543289	0.813211813088843
1	22867591	22867591	156.564817323871	0.864998990739619	0.813211813088843
1	23407095	23407095	129.357180194391	0.714680553560169	0.813211813088843
1	23983068	23983068	160.564601591183	0.887097246360125	0.813211813088843
1	24666388	24666388	158.530243457881	0.875857698662328	0.813211813088843
1	25238654	25238654	153.192818294715	0.846369161849257	0.813211813088843
1	25879932	25879932	109.887867927641	0.607115292417905	0.813211813088843
1	26437155	26437155	158.956113155113	0.878210569917753	0.813211813088843
1	27036862	27036862	173.635644031656	0.959312950451138	0.813211813088843
1	27644605	27644605	138.207991689348	0.763580064582034	0.813211813088843
1	28228164	28228164	126.146092756624	0.696939738986872	0.813211813088843
1	28838240	28838240	155.157270107337	0.85722248678087	0.813211813088843
1	29459304	29459304	122.909311462891	0.679056969408236	0.813211813088843
1	30152497	30152497	138.96318448872	0.767752400490164	0.813211813088843
1	30680351	30680351	160.338745168021	0.885849420817794	0.813211813088843
1	31224890	31224890	154.553000674897	0.853883981629263	0.813211813088843
1	31802309	31802309	113.18921221447	0.625354763615856	0.813211813088843
1	32351709	32351709	141.646659591522	0.782578229787413	0.813211813088843
1	32956663	32956663	152.752475729997	0.843936329999982	0.813211813088843
1	33562071	33562071	143.356905030781	0.792027099617576	0.813211813088843
1	34100962	34100962	136.42760460218	0.753743671835247	0.813211813088843
1	34637158	34637158	129.804452863434	0.717151673278641	0.813211813088843
1	35170932	35170932	165.067009977835	0.911972430816769	0.813211813088843
1	35750994	35750994	142.401472349124	0.78674846601726	0.813211813088843
1	36319517	36319517	124.68919313619	0.688890569813205	0.813211813088843
1	36900819	36900819	139.023898606064	0.768087837602561	0.813211813088843
1	37428486	37428486	156.111894852954	0.862496656646156	0.813211813088843
1	37965422	37965422	146.43659831208	0.80904197962475	0.813211813088843
1	38542605	38542605	138.287498249095	0.764019327343064	0.813211813088843
1	39073179	39073179	135.226843566498	0.747109632964075	0.813211813088843
1	39663211	39663211	129.494015803296	0.715436551399424	0.813211813088843
1	40254119	40254119	152.169609367569	0.84071607385397	0.813211813088843
1	40844201	40844201	120.540573012154	0.665970016641735	0.813211813088843
1	41406494	41406494	140.267068169188	0.77495617773032	0.813211813088843
1	41955922	41955922	119.021203305403	0.657575708869627	0.813211813088843
1	42484025	42484025	150.515856828377	0.831579319493794	0.813211813088843
1	43039817	43039817	149.286942665924	0.82478973848577	0.813211813088843
1	43613614	43613614	146.995548263795	0.812130100904947	0.813211813088843
1	44162976	44162976	117.323849386006	0.648198062906108	0.813211813088843
1	44711040	44711040	132.914591768082	0.734334761149627	0.813211813088843
1	45259306	45259306	139.831372603062	0.772549019906418	0.813211813088843
1	45867099	45867099	144.818880397192	0.800104311586696	0.813211813088843
1	46467710	46467710	139.000109715899	0.767956407270159	0.813211813088843
1	47042551	47042551	182.391422128667	1.00768741507551	0.813211813088843
1	47721011	47721011	144.457114029764	0.798105602374387	0.813211813088843
1	48263106	48263106	134.616037507056	0.743735013851136	0.813211813088843
1	48815706	48815706	178.824087611473	0.987978384593775	0.813211813088843
1	49352966	49352966	166.736035451507	0.921193566030426	0.813211813088843
1	49908903	49908903	198.379618957473	1.09601999424018	0.813211813088843
1	50497243	50497243	148.599680501718	0.820992709954241	0.813211813088843
1	51031170	51031170	152.819386130475	0.844306000720856	0.813211813088843
1	51609343	51609343	161.374949756436	0.891574308046606	0.813211813088843
1	52183224	52183224	138.875781644052	0.76726951184559	0.813211813088843
1	52759681	52759681	138.269258227075	0.763918553740748	0.813211813088843
1	53346075	53346075	119.647089046889	0.661033641143031	0.813211813088843
1	53889483	53889483	128.873333028458	0.712007364798112	0.813211813088843
1	54430857	54430857	153.160735804273	0.846191910520847	0.813211813088843
1	54990805	54990805	146.32173239285	0.808407361286466	0.813211813088843
1	55556186	55556186	132.38865508034	0.731429033593041	0.813211813088843
1	56100410	56100410	170.699843230029	0.943093056519499	0.813211813088843
1	56634487	56634487	129.379765415731	0.714805333788567	0.813211813088843
1	57176705	57176705	149.152079745187	0.824044639476171	0.813211813088843
1	57695027	57695027	137.263144382546	0.758359913715722	0.813211813088843
1	58226515	58226515	134.048818341471	0.740601206306468	0.813211813088843
1	58765633	58765633	131.914252394771	0.728808024280505	0.813211813088843
1	59308505	59308505	132.79958641936	0.733699372482651	0.813211813088843
1	59848436	59848436	138.649075058317	0.766016989272469	0.813211813088843
1	60402267	60402267	182.775170842741	1.0098075737168	0.813211813088843
1	60940682	60940682	156.175145776885	0.862846109264559	0.813211813088843
1	61489304	61489304	140.910018518345	0.778508389604119	0.813211813088843
1	62016034	62016034	146.487708573979	0.809324356762315	0.813211813088843
1	62587364	62587364	137.207648527335	0.758053306780856	0.813211813088843
1	63158349	63158349	156.342453833564	0.863770463168861	0.813211813088843
1	63709197	63709197	166.584429181331	0.920355962327793	0.813211813088843
1	64261622	64261622	141.100488662877	0.779560710844626	0.813211813088843
1	64797017	64797017	116.848957933561	0.645574353224092	0.813211813088843
1	65336829	65336829	157.661750148342	0.871059393084761	0.813211813088843
1	65886462	65886462	158.560120529695	0.876022765357431	0.813211813088843
1	66458676	66458676	157.870009202722	0.872209995595152	0.813211813088843
1	67007789	67007789	149.847021002494	0.827884093936431	0.813211813088843
1	67543867	67543867	152.128197251544	0.84048727763284	0.813211813088843
1	68118329	68118329	144.292263883219	0.797194828084085	0.813211813088843
1	68652605	68652605	139.173705164557	0.768915498146722	0.813211813088843
1	69198181	69198181	153.664201742272	0.848973490288793	0.813211813088843
1	69761140	69761140	167.029737033977	0.922816226707054	0.813211813088843
1	70298668	70298668	162.279596492321	0.896572356311168	0.813211813088843
1	70857893	70857893	148.652607869228	0.821285126349324	0.813211813088843
1	71414460	71414460	156.002907790008	0.861894518176841	0.813211813088843
1	71952600	71952600	150.633303013565	0.832228193445113	0.813211813088843
1	72482898	72482898	149.480136512134	0.825857107801846	0.813211813088843
1	73010725	73010725	140.790597017116	0.777848602304509	0.813211813088843
1	73550550	73550550	158.743533503157	0.877036096702526	0.813211813088843
1	74084659	74084659	148.532906425901	0.820623792408293	0.813211813088843
1	74618033	74618033	139.04178473503	0.768186655994638	0.813211813088843
1	75149815	75149815	141.397135664522	0.781199644555368	0.813211813088843
1	75707450	75707450	152.502221771352	0.842553711443934	0.813211813088843
1	76283953	76283953	183.223660562865	1.01228541747439	0.813211813088843
1	76828346	76828346	152.046912069887	0.840038188231422	0.813211813088843
1	77358986	77358986	166.372734477804	0.919186378330408	0.813211813088843
1	77911608	77911608	147.134912492294	0.812900069018201	0.813211813088843
1	78474043	78474043	147.009872181571	0.812209238572213	0.813211813088843
1	79038728	79038728	119.754840274292	0.661628951791671	0.813211813088843
1	79574661	79574661	130.624546729768	0.721682578617501	0.813211813088843
1	80118871	80118871	151.642321882008	0.837802883326011	0.813211813088843
1	80668354	80668354	148.747321297806	0.821808404960252	0.813211813088843
1	81209243	81209243	154.571412095739	0.853985702186403	0.813211813088843
1	81743487	81743487	134.508156045891	0.743138983678957	0.813211813088843
1	82275839	82275839	149.682759652602	0.826976572666312	0.813211813088843
1	82810894	82810894	139.307732615342	0.76965598130023	0.813211813088843
1	83333764	83333764	224.060258283432	1.23790197946648	0.813211813088843
1	84093614	84093614	137.86238768834	0.761670650211821	0.813211813088843
1	84625358	84625358	139.259517240432	0.769389598013439	0.813211813088843
1	85163644	85163644	145.13832881986	0.801869219999227	0.813211813088843
1	85701221	85701221	135.298583421141	0.74750598575216	0.813211813088843
1	86253419	86253419	139.953370859569	0.773223043423033	0.813211813088843
1	86825990	86825990	159.873518944609	0.883279110191212	0.813211813088843
1	87399575	87399575	139.108154193543	0.76855333808587	0.813211813088843
1	87932799	87932799	130.451125691365	0.72072445133351	0.813211813088843
1	88459944	88459944	159.28178261588	0.880009848706519	0.813211813088843
1	88984402	88984402	181.019018321021	1.0001050735968	0.813211813088843
1	89551507	89551507	161.121765463741	0.890175499799675	0.813211813088843
1	90127340	90127340	142.966892466673	0.789872334070014	0.813211813088843
1	90686521	90686521	140.466738753227	0.776059330128326	0.813211813088843
1	91222129	91222129	155.654782069483	0.859971171654603	0.813211813088843
1	91805589	91805589	146.999347010419	0.812151088455354	0.813211813088843
1	92362973	92362973	193.222935458169	1.06753003015563	1.19807713452176
1	92950448	92950448	205.78758234934	1.13694796878088	1.19807713452176
1	93535503	93535503	238.07905369317	1.31535388780757	1.19807713452176
1	94097511	94097511	215.333839579235	1.18968972143224	1.19807713452176
1	94655869	94655869	246.801393753884	1.36354361189991	1.19807713452176
1	95207250	95207250	214.752334795031	1.18647698781785	1.19807713452176
1	95764039	95764039	206.693122785616	1.14195095461666	1.19807713452176
1	96291928	96291928	225.958385250839	1.24838886878916	1.19807713452176
1	96833746	96833746	206.906159826374	1.14312795484184	1.19807713452176
1	97396063	97396063	204.688836672374	1.1308775506761	1.19807713452176
1	97931842	97931842	196.871013617139	1.08768515810574	1.19807713452176
1	98450951	98450951	247.135635643081	1.36539025217172	1.19807713452176
1	98975393	98975393	239.363562552093	1.32245062183477	1.19807713452176
1	99520319	99520319	268.512079314	1.48349215090608	1.19807713452176
1	100075109	100075109	228.748248060572	1.26380247547277	1.19807713452176
1	100623333	100623333	254.407090139892	1.40556403392206	1.19807713452176
1	101186743	101186743	215.786060033436	1.19218817698031	1.19807713452176
1	101730377	101730377	206.719041802062	1.14209415360255	1.19807713452176
1	102267824	102267824	240.117446865853	1.32661572854063	1.19807713452176
1	102797437	102797437	218.129313456394	1.20513432848837	1.19807713452176
1	103357058	103357058	285.616056356983	1.57798926164079	1.19807713452176
1	104114998	104114998	316.518599657493	1.74872154506902	1.19807713452176
1	104814988	104814988	247.05836054182	1.36496331791061	1.19807713452176
1	105370290	105370290	249.135592278184	1.37643973634356	1.19807713452176
1	105924572	105924572	244.595223098943	1.35135482375107	1.19807713452176
1	106462038	106462038	249.026779028413	1.37583855816803	1.19807713452176
1	107006986	107006986	210.966483324055	1.16556068134837	1.19807713452176
1	107538367	107538367	196.967989852024	1.08822093840897	1.19807713452176
1	108059097	108059097	255.9959137221	1.41434206476298	1.19807713452176
1	109364960	109364960	181.945930916594	1.00522613766074	1.19807713452176
1	109936334	109936334	211.313291641216	1.16747674939898	1.19807713452176
1	110508855	110508855	175.408910088289	0.969110000487784	1.19807713452176
1	111035661	111035661	203.569554282171	1.12469367006724	1.19807713452176
1	111570123	111570123	221.55200908341	1.22404424907961	1.19807713452176
1	112127181	112127181	208.24356997921	1.1505169612111	1.19807713452176
1	112648926	112648926	252.157771679037	1.39313686010518	1.19807713452176
1	113220803	113220803	187.557316686004	1.03622826898345	1.19807713452176
1	113825192	113825192	241.505190275557	1.33428281920197	1.19807713452176
1	114402026	114402026	217.538676277655	1.20187113965555	1.19807713452176
1	114952771	114952771	216.063789777683	1.19372259545681	1.19807713452176
1	115516910	115516910	223.129715872769	1.23276086117552	1.19807713452176
1	116049577	116049577	201.540532701322	1.11348360608465	1.19807713452176
1	116602358	116602358	214.7606472511	1.1865229129895	1.19807713452176
1	117128060	117128060	222.045121965665	1.22676862964456	1.19807713452176
1	117708897	117708897	209.876349699343	1.15953784364278	1.19807713452176
1	118258221	118258221	206.262498709862	1.13957181607658	1.19807713452176
1	118799868	118799868	235.371607105108	1.30039561936524	1.19807713452176
1	119372897	119372897	206.175685045191	1.13909218257011	1.19807713452176
1	119932173	119932173	225.574930326035	1.24627033329301	1.19807713452176
1	150224133	150224133	220.681239960795	1.21923336994914	1.19807713452176
1	150838718	150838718	219.068271955136	1.21032194450351	1.19807713452176
1	151442658	151442658	196.279834454163	1.08441897488488	1.19807713452176
1	152006355	152006355	168.274072755322	0.92969100969791	1.19807713452176
1	152585763	152585763	214.300651992028	1.18398150271839	1.19807713452176
1	153144254	153144254	216.215092087016	1.19455851981777	1.19807713452176
1	153721257	153721257	200.721560375492	1.10895889710217	1.19807713452176
1	154333038	154333038	183.086620698624	1.01152829115262	1.19807713452176
1	154893494	154893494	193.400682664173	1.06851205891808	1.19807713452176
