chrom	chrompos	abspos	bincount	ratio	seg.mean.LOWESS
1	1311585	1311585	208.104955797173	1.04575354671946	0.824544539591249
1	1988509	1988509	104.991473818694	0.527595345822583	0.824544539591249
1	2529294	2529294	192.988242643221	0.969790164036286	0.824544539591249
1	3144679	3144679	142.052247565835	0.713830389778063	0.824544539591249
1	3664504	3664504	168.453064471719	0.846497811415675	0.824544539591249
1	4369117	4369117	140.707595067757	0.707073342049028	0.824544539591249
1	4893187	4893187	170.726492019204	0.857922070448259	0.824544539591249
1	5434548	5434548	161.40953906768	0.811103211395375	0.824544539591249
1	5964111	5964111	165.949408436995	0.833916625311535	0.824544539591249
1	6523266	6523266	163.994403637913	0.824092480592528	0.824544539591249
1	7082403	7082403	157.700487569495	0.792464761655756	0.824544539591249
1	7616468	7616468	146.588336367549	0.736624805867082	0.824544539591249
1	8179702	8179702	138.69487909888	0.696959191451658	0.824544539591249
1	8750760	8750760	158.581626474875	0.796892595351132	0.824544539591249
1	9336763	9336763	150.651572869895	0.757043079748216	0.824544539591249
1	9924955	9924955	175.827846721063	0.883557018698808	0.824544539591249
1	10539462	10539462	133.646803765276	0.671591978719982	0.824544539591249
1	11088816	11088816	170.474939754462	0.856657988715888	0.824544539591249
1	11659399	11659399	137.075387151471	0.688821040962166	0.824544539591249
1	12236299	12236299	153.811104642605	0.772920123832188	0.824544539591249
1	14208872	14208872	170.29191244222	0.855738253478492	0.824544539591249
1	14754111	14754111	156.878606301854	0.788334705034443	0.824544539591249
1	15289750	15289750	163.398829945563	0.821099647967651	0.824544539591249
1	15848621	15848621	181.856036050107	0.91384942738747	0.824544539591249
1	17307126	17307126	176.162473370234	0.885238559649415	0.824544539591249
1	17878681	17878681	162.417848656052	0.816170093749006	0.824544539591249
1	18403246	18403246	154.502135689563	0.776392641656098	0.824544539591249
1	18925641	18925641	139.835602633788	0.702691470521546	0.824544539591249
1	19452725	19452725	134.595430235351	0.676358945906288	0.824544539591249
1	20014360	20014360	164.794543074378	0.828113281780795	0.824544539591249
1	20575805	20575805	153.029478918954	0.768992356376656	0.824544539591249
1	21126185	21126185	154.763464976108	0.777705854151296	0.824544539591249
1	21698065	21698065	179.219398138098	0.90059999064371	0.824544539591249
1	22303597	22303597	176.670945317091	0.88779369506076	0.824544539591249
1	22867591	22867591	153.105257727109	0.769373154407585	0.824544539591249
1	23407095	23407095	176.869261078114	0.888790256673938	0.824544539591249
1	23983068	23983068	149.353625325568	0.750520730279237	0.824544539591249
1	24666388	24666388	130.985232506267	0.658217248775209	0.824544539591249
1	25238654	25238654	134.447267015583	0.675614407113484	0.824544539591249
1	25879932	25879932	182.683316822428	0.918006617198133	0.824544539591249
1	26437155	26437155	176.941994809748	0.889155752812804	0.824544539591249
1	27036862	27036862	153.280775317771	0.77025515235061	0.824544539591249
1	27644605	27644605	186.216603009106	0.93576182416636	0.824544539591249
1	28228164	28228164	148.755818194264	0.747516674343033	0.824544539591249
1	28838240	28838240	173.563472995676	0.872178256259676	0.824544539591249
1	29459304	29459304	136.796630884307	0.687420255700033	0.824544539591249
1	30152497	30152497	166.885583199065	0.83862102110083	0.824544539591249
1	30680351	30680351	156.846468860242	0.788173210352977	0.824544539591249
1	31224890	31224890	154.916795906403	0.778476361338706	0.824544539591249
1	31802309	31802309	183.995880424784	0.924602414194894	0.824544539591249
1	32351709	32351709	141.376169357714	0.710433011847808	0.824544539591249
1	32956663	32956663	128.364875515497	0.645049625706017	0.824544539591249
1	33562071	33562071	141.290516802738	0.710002596998685	0.824544539591249
1	34100962	34100962	136.71515909115	0.687010849704269	0.824544539591249
1	34637158	34637158	180.089404795486	0.904971883394401	0.824544539591249
1	35170932	35170932	152.657326541372	0.767122243926491	0.824544539591249
1	35750994	35750994	147.645257233268	0.74193596599632	0.824544539591249
1	36319517	36319517	142.099533325981	0.714068006663219	0.824544539591249
1	36900819	36900819	132.353384131705	0.665092382571381	0.824544539591249
1	37428486	37428486	152.545671866528	0.766561165158431	0.824544539591249
1	37965422	37965422	135.77710748952	0.682297022560402	0.824544539591249
1	38542605	38542605	144.678090971514	0.727025582771427	0.824544539591249
1	39073179	39073179	161.407012004887	0.811090512587373	0.824544539591249
1	39663211	39663211	172.461534484721	0.866640876807641	0.824544539591249
1	40254119	40254119	158.778886563928	0.797883852080041	0.824544539591249
1	40844201	40844201	146.11729321147	0.734257754831507	0.824544539591249
1	41406494	41406494	145.340029814387	0.730351908615008	0.824544539591249
1	41955922	41955922	133.343166051899	0.670066161064818	0.824544539591249
1	42484025	42484025	145.527879969495	0.731295879243694	0.824544539591249
1	43039817	43039817	165.201643328284	0.83015901169992	0.824544539591249
1	43613614	43613614	127.207819131566	0.639235272017919	0.824544539591249
1	44162976	44162976	111.037852533006	0.557979158457316	0.824544539591249
1	44711040	44711040	112.495409581051	0.565303565733924	0.824544539591249
1	45259306	45259306	145.81779744043	0.732752750956934	0.824544539591249
1	45867099	45867099	129.754599505081	0.652033163342117	0.824544539591249
1	46467710	46467710	148.407922319523	0.74576845386695	0.824544539591249
1	47042551	47042551	195.648061719996	0.983156089045208	0.824544539591249
1	47721011	47721011	155.024552747892	0.779017853004483	0.824544539591249
1	48263106	48263106	142.763999587059	0.717407033100797	0.824544539591249
1	48815706	48815706	158.936544001054	0.798676100507811	0.824544539591249
1	49352966	49352966	180.372682785858	0.906395390883706	0.824544539591249
1	49908903	49908903	190.446504644768	0.957017611280242	0.824544539591249
1	50497243	50497243	173.118988139032	0.869944664015235	0.824544539591249
1	51031170	51031170	156.198460227448	0.784916885565065	0.824544539591249
1	51609343	51609343	179.856839164335	0.90380321188108	0.824544539591249
1	52183224	52183224	148.207418921658	0.74476089910381	0.824544539591249
1	52759681	52759681	183.951527825683	0.924379536812478	0.824544539591249
1	53346075	53346075	142.010211111532	0.713619151314232	0.824544539591249
1	53889483	53889483	131.379146031737	0.660196713727323	0.824544539591249
1	54430857	54430857	131.168005183636	0.659135704440383	0.824544539591249
