bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	0	1311583	1311584	43	87	0	0.507877844777
chr1	1311584	1988507	676924	25	71	1311584	0.548532774728
chr1	1988508	2529292	540785	15	59	1988508	0.591989422784
chr1	2529293	3144677	615385	4	30	2529293	0.570765053901
chr1	3144678	3664502	519825	7	39	3144678	0.586114557784
chr1	3664503	4369115	704613	7	12	3664503	0.493720846789
chr1	4369116	4893185	524070	2	4	4369116	0.488774400366
chr1	4893186	5434546	541361	0	0	4893186	0.442708285229
chr1	5434547	5964109	529563	1	4	5434547	0.491858381345
chr1	5964110	6523264	559155	12	29	5964110	0.543597034811
chr1	6523265	7082401	559137	9	15	6523265	0.48499562719
chr1	7082402	7616466	534065	0	1	7082402	0.481143681013
chr1	7616467	8179700	563234	6	11	7616467	0.463636783291
chr1	8179701	8750758	571058	2	10	8179701	0.445699035825
chr1	8750759	9336761	586003	7	12	8750759	0.474004399295
chr1	9336762	9924953	588192	7	15	9336762	0.507118423916
chr1	9924954	10539460	614507	11	11	9924954	0.452627878934
chr1	10539461	11088814	549354	4	15	10539461	0.510383104519
chr1	11088815	11659397	570583	6	8	11088815	0.488321593879
chr1	11659398	12236297	576900	17	18	11659398	0.519994799792
chr1	12236298	12790485	554188	6	6	12236298	0.45669880979
chr1	12790486	14208870	1418385	29	6	12790486	0.455625274441
chr1	14208871	14754109	545239	0	1	14208871	0.424516588138
chr1	14754110	15289748	535639	1	3	14754110	0.467708661991
chr1	15289749	15848619	558871	8	5	15289749	0.492641414566
chr1	15848620	16446713	598094	17	21	15848620	0.491812323815
chr1	16446714	17307124	860411	16	42	16446714	0.491439528832
chr1	17307125	17878679	571555	9	9	17307125	0.500772454095
chr1	17878680	18403244	524565	1	3	17878680	0.504705803857
chr1	18403245	18925639	522395	2	6	18403245	0.488500081356
chr1	18925640	19452723	527084	5	14	18925640	0.505947818564
chr1	19452724	20014358	561635	13	11	19452724	0.473789916939
chr1	20014359	20575803	561445	9	4	20014359	0.46076819635
chr1	20575804	21126183	550380	11	12	20575804	0.487844761801
chr1	21126184	21698063	571880	2	4	21126184	0.431683220256
chr1	21698064	22303595	605532	7	18	21698064	0.499757238263
chr1	22303596	22867589	563994	5	8	22303596	0.479733826956
chr1	22867590	23407093	539504	8	10	22867590	0.496656187906
chr1	23407094	23983066	575973	10	13	23407094	0.465973231384
chr1	23983067	24666386	683320	15	11	23983067	0.472032137212
chr1	24666387	25238652	572266	7	9	24666387	0.453404535653
chr1	25238653	25879930	641278	7	10	25238653	0.477402936012
chr1	25879931	26437153	557223	12	11	25879931	0.488892238834
chr1	26437154	27036860	599707	17	18	26437154	0.483859618114
chr1	27036861	27644603	607743	12	15	27036861	0.486506631915
chr1	27644604	28228162	583559	17	22	27644604	0.489847641798
chr1	28228163	28838238	610076	12	10	28228163	0.444539696694
chr1	28838239	29459302	621064	14	13	28838239	0.457962464416
chr1	29459303	30152495	693193	3	7	29459303	0.482301870606
chr1	30152496	30680349	527854	0	0	30152496	0.478452375089
chr1	30680350	31224888	544539	3	4	30680350	0.482540277189
chr1	31224889	31802307	577419	9	9	31224889	0.467828388051
chr1	31802308	32351707	549400	11	13	31802308	0.489217327994
chr1	32351708	32956661	604954	19	19	32351708	0.469810927773
chr1	32956662	33562069	605408	13	16	32956662	0.469399149004
chr1	33562070	34100960	538891	6	14	33562070	0.460852009033
chr1	34100961	34637156	536196	2	1	34100961	0.453289468776
chr1	34637157	35170930	533774	0	1	34637157	0.436694181433
chr1	35170931	35750992	580062	11	16	35170931	0.444338708621
chr1	35750993	36319515	568523	7	8	35750993	0.427738191771
chr1	36319516	36900817	581302	13	15	36319516	0.462596034419
chr1	36900818	37428484	527667	3	2	36900818	0.487193627799
chr1	37428485	37965420	536936	3	3	37428485	0.476207592711
chr1	37965421	38542603	577183	16	21	37965421	0.477791272439
chr1	38542604	39073177	530574	1	2	38542604	0.451729636205
chr1	39073178	39663209	590032	8	8	39073178	0.447706226103
chr1	39663210	40254117	590908	11	11	39663210	0.457372382841
chr1	40254118	40844199	590082	10	14	40254118	0.441880958918
chr1	40844200	41406492	562293	11	14	40844200	0.454867835808
chr1	41406493	41955920	549428	4	7	41406493	0.453200419345
chr1	41955921	42484023	528103	1	4	41955921	0.469416004075
chr1	42484024	43039815	555792	7	6	42484024	0.40747257967
chr1	43039816	43613612	573797	11	15	43039816	0.448254347792
chr1	43613613	44162974	549362	14	15	43613613	0.485475879293
chr1	44162975	44711038	548064	12	11	44162975	0.46390567525
chr1	44711039	45259304	548266	10	12	44711039	0.472854417381
chr1	45259305	45867097	607793	13	10	45259305	0.436497294309
chr1	45867098	46467708	600611	11	9	45867098	0.425057150135
chr1	46467709	47042549	574841	12	14	46467709	0.479245565295
chr1	47042550	47721009	678460	13	8	47042550	0.428869793356
chr1	47721010	48263104	542095	5	13	47721010	0.465837168762
chr1	48263105	48815704	552600	3	3	48263105	0.441380745566
chr1	48815705	49352964	537260	2	2	48815705	0.416649294569
chr1	49352965	49908901	555937	0	1	49352965	0.386333343526
chr1	49908902	50497241	588340	0	1	49908902	0.37036747459
chr1	50497242	51031168	533927	3	9	50497242	0.415300218944
chr1	51031169	51609341	578173	2	3	51031169	0.385431350132
chr1	51609342	52183222	573881	4	4	51609342	0.416133309867
chr1	52183223	52759679	576457	7	7	52183223	0.413749854716
chr1	52759680	53346073	586394	9	9	52759680	0.42755894501
chr1	53346074	53889481	543408	8	10	53346074	0.467845523069
chr1	53889482	54430855	541374	8	6	53889482	0.469570019986
chr1	54430856	54990803	559948	7	11	54430856	0.48494324473
chr1	54990804	55556184	565381	13	10	54990804	0.482379139023
chr1	55556185	56100408	544224	0	1	55556185	0.411591550538
chr1	56100409	56634485	534077	0	0	56100409	0.394596659283
chr1	56634486	57176703	542218	2	3	56634486	0.40665931415
chr1	57176704	57695025	518322	4	0	57176704	0.409517635755
chr1	57695026	58226513	531488	0	1	57695026	0.40392633512
chr1	58226514	58765631	539118	0	1	58226514	0.410472289925
chr1	58765632	59308503	542872	5	6	58765632	0.413686835939
chr1	59308504	59848434	539931	2	3	59308504	0.417568170748
chr1	59848435	60402265	553831	2	2	59848435	0.395562906374
chr1	60402266	60940680	538415	1	1	60402266	0.380797340342
chr1	60940681	61489302	548622	0	0	60940681	0.395649463565
chr1	61489303	62016032	526730	1	5	61489303	0.395861257191
chr1	62016033	62587362	571330	2	3	62016033	0.404170969492
chr1	62587363	63158347	570985	5	4	62587363	0.414023135459
chr1	63158348	63709195	550848	1	0	63158348	0.394535334611
chr1	63709196	64261620	552425	7	5	63709196	0.405063130742
chr1	64261621	64797015	535395	1	0	64261621	0.406752024206
chr1	64797016	65336827	539812	3	3	64797016	0.404685334894
chr1	65336828	65886460	549633	6	9	65336828	0.415828380028
chr1	65886461	66458674	572214	1	2	65886461	0.375728311436
chr1	66458675	67007787	549113	1	1	66458675	0.381879503854
chr1	67007788	67543865	536078	6	4	67007788	0.373816869933
chr1	67543866	68118327	574462	4	3	67543866	0.414116164342
chr1	68118328	68652603	534276	5	6	68118328	0.406591349789
chr1	68652604	69198179	545576	2	2	68652604	0.381050486092
chr1	69198180	69761138	562959	0	0	69198180	0.375286654978
chr1	69761139	70298666	537528	1	1	69761139	0.358630620172
chr1	70298667	70857891	559225	5	4	70298667	0.365679288301
chr1	70857892	71414458	556567	2	1	70857892	0.381934250504
chr1	71414459	71952598	538140	3	2	71414459	0.368751625971
chr1	71952599	72482896	530298	0	0	71952599	0.355324741938
chr1	72482897	73010723	527827	0	1	72482897	0.345908792085
chr1	73010724	73550548	539825	0	0	73010724	0.349292826379
chr1	73550549	74084657	534109	0	0	73550549	0.350097077563
chr1	74084658	74618031	533374	1	0	74084658	0.353661783289
chr1	74618032	75149813	531782	4	1	74618032	0.363989379106
chr1	75149814	75707448	557635	4	5	75149814	0.373059438522
chr1	75707449	76283951	576503	6	4	75707449	0.379526212353
chr1	76283952	76828344	544393	2	1	76283952	0.388267299543
chr1	76828345	77358984	530640	1	1	76828345	0.380255917383
chr1	77358985	77911606	552622	2	2	77358985	0.380325068492
chr1	77911607	78474041	562435	6	6	77911607	0.394520255674
chr1	78474042	79038726	564685	3	2	78474042	0.382581439209
chr1	79038727	79574659	535933	3	1	79038727	0.358328373136
chr1	79574660	80118869	544210	0	0	79574660	0.357339997427
chr1	80118870	80668352	549483	0	0	80118870	0.355543301613
chr1	80668353	81209241	540889	0	0	80668353	0.348681522457
chr1	81209242	81743485	534244	0	0	81209242	0.356885617808
chr1	81743486	82275837	532352	1	1	81743486	0.378510834936
