bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	0	12246873	12246874	185	451	12192985	0.50847051455137
chr1	12246874	24687364	12440491	175	207	24635821	0.47705269082578
chr1	24687365	36355143	11667779	182	217	36297124	0.467712416060732
chr1	36355144	47769536	11414393	183	200	47710525	0.45653765281996
chr1	47769537	58820263	11050727	77	95	58767009	0.42442800323354
chr1	58820264	69828444	11008181	55	59	69774012	0.397361924732518
chr1	69828445	80741982	10913538	43	32	80690636	0.366954550960955
chr1	80741983	91903953	11161971	54	57	91844984	0.380232119242661
chr1	91903954	102898325	10994372	68	52	102844175	0.382018596659612
chr1	102898326	114514620	11616295	107	88	114459517	0.392914764595758
chr1	114514621	152712103	38197483	211	243	96595749	0.418039825473314
chr1	152712104	164223982	11511879	286	177	85086087	0.433539108539248
chr1	164223983	175375616	11151634	111	63	73926173	0.398299317111507
chr1	175375617	186374362	10998746	72	63	62929349	0.405999731139937
chr1	186374363	197221919	10847557	26	8	52084303	0.349194449526229
chr1	197221920	208774670	11552751	134	117	40527362	0.431571887199565
chr1	208774671	219641206	10866536	55	66	29663081	0.397509863105719
chr1	219641207	231027050	11385844	96	142	18276412	0.429828512562801
chr1	231027051	242061591	11034541	62	60	7245467	0.405432814542987
chr2	0	10971866	10971867	50	124	10914761	0.434697822159318
chr2	10971867	21884793	10912927	39	48	21832734	0.407204162265877
chr2	21884794	32938994	11054201	110	107	32878489	0.428991243236383
chr2	32938995	43992800	11053806	51	49	43938049	0.395949595317306
chr2	43992801	54861235	10868435	52	61	54810270	0.39590336942827
chr2	54861236	65960021	11098786	56	62	65908187	0.394940114096814
chr2	65960022	77053223	11093202	107	114	76991847	0.414130646951538
chr2	77053224	89074866	12021643	63	58	89011027	0.384925798585367
chr2	89074867	106597713	17522847	95	126	106544269	0.420671550433439
chr2	106597714	119491007	12893294	81	83	119437689	0.404495404540399
chr2	119491008	130378456	10887449	41	95	112876462	0.420384184869277
chr2	130378457	142369021	11990565	63	85	100883927	0.393828840705616
chr2	142369022	153275193	10906172	24	24	89975788	0.37463231252675
chr2	153275194	164205448	10930255	36	39	79044586	0.372989970580458
chr2	164205449	175173305	10967857	58	61	68092591	0.385840663033936
chr2	175173306	186082762	10909457	59	78	57169436	0.376458413361252
chr2	186082763	197005273	10922511	40	27	46253757	0.36176535788294
chr2	197005274	208132321	11127048	84	61	35117942	0.397027420466858
chr2	208132322	219074637	10942316	49	44	24185578	0.38700454960899
chr2	219074638	229992881	10918244	89	102	13259021	0.405667189543133
chr2	229992882	241096111	11103230	108	146	2156364	0.456299537512502
chr3	0	11028048	11028049	60	58	10977610	0.403215718235498
chr3	11028049	22048470	11020422	64	78	21989195	0.416134414797584
chr3	22048471	33016277	10967807	33	41	32953862	0.387794868964871
chr3	33016278	44125302	11109025	78	75	44074098	0.410773941248376
chr3	44125303	55480450	11355148	219	192	55422922	0.457760709855997
chr3	55480451	66482762	11002312	48	58	66430720	0.406236240582224
chr3	66482763	77677437	11194675	31	40	77626303	0.392400895072215
chr3	77677438	88453726	10776289	11	13	88402362	0.352462973512986
chr3	88453727	102631416	14177690	54	31	95443677	0.366556369822744
chr3	102631417	113581799	10950383	53	29	84501123	0.372622247847331
chr3	113581800	124532721	10950922	70	57	73543633	0.394680395953656
chr3	124532722	135831936	11299215	99	122	62247608	0.435502903018292
chr3	135831937	146951898	11119962	58	71	51123640	0.393928805852902
chr3	146951899	157966983	11015085	66	57	40112730	0.381938861908025
chr3	157966984	168881383	10914400	38	23	29191199	0.363824058023641
chr3	168881384	179860302	10978919	43	40	18217223	0.380574919298
chr3	179860303	190937503	11077201	92	87	7141307	0.405095272923812
chr4	0	11814551	11814552	120	343	11753661	0.482981434515159
chr4	11814552	22691966	10877415	34	31	22640009	0.385928097250392
chr4	22691967	33416998	10725032	20	25	33364826	0.373873729372153
chr4	33416999	44436957	11019959	45	53	44384895	0.383574464267366
chr4	44436958	59158847	14721890	61	71	59105464	0.387904449256207
chr4	59158848	70372085	11213238	28	9	70318908	0.352516872881188
chr4	70372086	81650639	11278554	93	65	81590012	0.381109403542656
chr4	81650640	92819768	11169129	59	45	92761171	0.380950502704052
chr4	92819769	103904456	11084688	41	29	87348866	0.36738729880195
chr4	103904457	115036159	11131703	55	52	76172471	0.374409436968973
chr4	115036160	126201339	11165180	44	34	65007746	0.364259629464434
chr4	126201340	137332466	11131127	15	34	53875487	0.355865282634305
chr4	137332467	148532109	11199643	42	52	42675955	0.381056836845736
chr4	148532110	159418648	10886539	47	50	31803712	0.38248569479858
chr4	159418649	170502456	11083808	34	25	20710696	0.367367411439681
chr4	170502457	181319090	10816634	28	35	9889598	0.365081047161926
chr5	0	10949603	10949604	61	205	10895840	0.438911858674467
chr5	10949604	22271814	11322211	19	30	22219256	0.381003706336629
chr5	22271815	33168085	10896271	16	14	33107768	0.362759890124236
chr5	33168086	44591495	11423410	67	59	44532313	0.3901139180323
chr5	44591496	58888294	14296799	44	43	58837435	0.380893716204853
chr5	58888295	71844453	12956159	64	53	71791859	0.38973590393491
chr5	71844454	83035282	11190829	75	82	82980703	0.398983043991695
chr5	83035283	94006851	10971569	26	34	86962188	0.361156567392166
chr5	94006852	105163897	11157046	34	26	75803092	0.364456818784776
chr5	105163898	116111567	10947670	39	40	64857417	0.37879548302686
chr5	116111568	127130924	11019357	29	35	53851883	0.376359018136649
chr5	127130925	138286611	11155687	99	98	42681616	0.415890724918455
chr5	138286612	149378963	11092352	158	182	31591220	0.414847169809959
chr5	149378964	160445806	11066843	82	77	20524560	0.417945234609494
chr5	160445807	171271506	10825700	33	27	9697158	0.393577881578035
chr6	0	11159985	11159986	72	119	11105277	0.422033647143412
chr6	11159986	22189827	11029842	39	48	22126900	0.411575867921789
chr6	22189828	33713054	11523227	328	257	33660717	0.420692859820348
chr6	33713055	44768993	11055939	157	183	44701711	0.459042080686112
chr6	44768994	55721706	10952713	68	43	55668705	0.380059998219408
chr6	55721707	70539054	14817348	18	20	70485685	0.358822891458062
chr6	70539055	81831272	11292218	42	45	81774818	0.37318449341155
chr6	81831273	93077252	11245980	51	45	78090577	0.384457937099791
chr6	93077253	104090156	11012904	25	47	67082335	0.358111174566748
chr6	104090157	115209972	11119816	61	72	55958324	0.395665605879888
chr6	115209973	126221553	11011581	49	38	44947611	0.371066812402583
chr6	126221554	137141138	10919585	62	46	34029248	0.379035425331292
chr6	137141139	148019993	10878855	52	53	23147137	0.382181493349674
chr6	148019994	159172603	11152610	55	70	12002087	0.410630295226353
chr6	159172604	170220401	11047798	69	129	949361	0.425389741860498
chr7	0	11644078	11644079	91	383	11589427	0.446745276894895
chr7	11644079	22440480	10796402	34	37	22387937	0.367943702181687
chr7	22440481	33620855	11180375	94	118	33559165	0.411484930943971
chr7	33620856	44802844	11181989	64	71	44741501	0.408597940178276
chr7	44802845	55955466	11152622	45	60	55888767	0.404803567836628
chr7	55955467	73630106	17674640	97	163	73565977	0.432177142322613
chr7	73630107	86112630	12482524	61	76	73080501	0.376566965836473
chr7	86112631	97186681	11074051	67	54	62011822	0.375497845096029
chr7	97186682	109292882	12106201	164	168	49904654	0.428173201917494
chr7	109292883	120142343	10849461	33	22	39047623	0.364753494118402
chr7	120142344	131313611	11171268	89	86	27884455	0.390719240117605
chr7	131313612	142508684	11195073	79	50	16687337	0.414518306407781
chr7	142508685	154781186	12272502	123	135	4408892	0.417848873866884
