bin.chrom	bin.start	bin.end	window
chr1	0	1311583	1311584
chr1	12790486	14208870	1418385
chr1	16446714	17307124	860411
chr1	108594913	109364958	770046
chr1	120500810	144922931	24422122
chr1	144922932	145771583	848652
chr1	145771584	147063375	1291792
chr1	147063376	149110380	2047005
chr1	149110381	150224131	1113751
chr1	205915792	206941458	1025667
chr1	248364647	249250620	885974
chr2	86748482	88405384	1656903
chr2	88962443	90247661	1285219
chr2	90247662	95773772	5526111
chr2	95773773	96687146	913374
chr2	97300427	98323065	1022639
chr2	110039323	111486465	1447143
chr2	112034430	112979948	945519
chr2	113642717	114421243	778527
chr2	130923447	131829808	906362
chr2	131829809	132906951	1077143
chr3	75165332	76091769	926438
chr3	90112781	93801968	3689188
chr3	197224723	198022429	797707
chr4	8566143	9516534	950392
chr4	48853752	52919427	4065676
chr4	190299638	191154275	854638
chr5	33698477	34482555	784079
chr5	46273347	50020329	3746983
chr5	68270568	70662000	2391433
chr5	175010809	175814443	803635
chr5	176946386	177817686	871301
chr5	180124083	180915259	791177
chr6	26572379	27360072	787694
chr6	57407470	58357758	950289
chr6	58357759	62325420	3967662
chr7	56632738	57564135	931398
chr7	57564136	62036922	4472787
chr7	62670801	63788430	1117630
chr7	64387314	65386909	999596
chr7	66046235	66845455	799221
chr7	71894712	72987327	1092616
chr7	73601038	75148117	1547080
chr7	75789753	76894325	1104573
chr7	101559800	102456601	896802
chr7	143013641	143871293	857653
chr7	149624823	150448197	823375
chr8	6741652	8363896	1622245
chr8	11601467	12731570	1130104
chr8	43387413	47015961	3628549
chr8	86238876	87055482	816607
chr8	144903062	145702042	798981
chr9	38405704	43476056	5070353
chr9	43476057	68476949	25000893
chr9	68476950	71390504	2913555
chr9	92050975	92826162	775188
chr10	17712660	18687080	974421
chr10	38494139	42778883	4284745
chr10	45680052	47008315	1328264
chr10	47008316	48516978	1508663
chr10	48516979	49734974	1217996
chr10	50783826	52093890	1310065
chr10	81302395	82121592	819198
chr10	88692109	89574979	882871
chr11	0	771004	771005
chr11	2988462	3757489	769028
chr11	48566021	49438405	872385
chr11	49438406	50279813	841408
chr11	50279814	51339671	1059858
chr11	51339672	55257032	3917361
chr11	89147123	90100458	953336
chr12	8022285	8798634	776350
chr12	34741371	38434228	3692858
chr12	133071237	133851894	780658
chr13	0	19931341	19931342
chr13	52596458	53375751	779294
chr14	0	20629254	20629255
chr15	0	22537155	22537156
chr15	22537156	23761617	1224462
chr15	24322125	25089363	767239
chr15	28301469	29417527	1116059
chr15	29975545	31150016	1174472
chr15	32307216	33286021	978806
chr15	82122262	83322639	1200378
chr15	84458497	85302700	844204
chr16	14273716	15135035	861320
chr16	15135036	15984430	849395
chr16	15984431	17051888	1067458
chr16	18146667	19310199	1163533
chr16	21081569	22025313	943745
chr16	28283124	29379086	1095963
chr16	29379087	30357926	978840
chr16	31572183	32610388	1038206
chr16	32610389	34331543	1721155
chr16	34911648	46672395	11760748
chr16	69690759	70491595	800837
chr16	70491596	71344786	853191
chr16	89569422	90354752	785331
chr17	15118019	15884528	766510
chr17	18480957	19447532	966576
chr17	20031773	20931897	900125
chr17	21545480	25411456	3865977
chr17	34147779	35041999	894221
chr17	36154731	36922599	767869
chr17	44065525	45057336	991812
chr18	13982905	15062710	1079806
chr18	15062711	18980744	3918034
chr19	0	868242	868243
chr19	24565133	28328976	3763844
chr19	42865239	43679951	814713
chr19	54795474	55564429	768956
chr20	25254182	26063025	808844
chr20	26063026	30090174	4027149
chr21	0	14672106	14672107
chr21	14672107	15768031	1095925
chr22	0	17678037	17678038
chr22	18285232	19097910	812679
chr22	20196688	21190598	993911
chr22	21190599	22187345	996747
chrX	0	862831	862832
chrX	862832	1768810	905979
chrX	47792671	48563483	770813
chrX	51751201	53151166	1399966
chrX	58231639	62017943	3786305
chrX	71840883	72726488	885606
chrX	88114371	89082835	968465
chrX	89082836	90385770	1302935
chrX	90385771	91493287	1107517
chrX	91493288	92611994	1118707
chrX	101044008	101923190	879183
chrX	139972701	140823474	850774
chrX	151743528	152620757	877230
chrX	153165267	153935279	770013
chrY	0	3863743	3863744
chrY	3863744	5651273	1787530
chrY	5651274	6953625	1302352
chrY	8747212	9917856	1170645
chrY	9917857	13970920	4053064
chrY	19091402	21081742	1990341
chrY	21673240	22472723	799484
chrY	23816187	59373565	35557379
