1	1	1
1	3146715	3146715
1	5438637	5438637
1	7622685	7622685
1	9934064	9934064
1	12246875	12246875
1	15303908	15303908
1	17893940	17893940
1	20033346	20033346
1	22345440	22345440
1	24687366	24687366
1	27061302	27061302
1	29489652	29489652
1	31831890	31831890
1	34130570	34130570
1	36355145	36355145
1	38577517	38577517
1	40881514	40881514
1	43079515	43079515
1	45305209	45305209
1	47769538	47769538
1	49955029	49955029
1	52230392	52230392
1	54485770	54485770
1	56684442	56684442
1	58820265	58820265
1	61003975	61003975
1	63232521	63232521
1	65397489	65397489
1	67613579	67613579
1	69828446	69828446
1	72022731	72022731
1	74154562	74154562
1	76368558	76368558
1	78551291	78551291
1	80741984	80741984
1	82889955	82889955
1	85242353	85242353
1	87485819	87485819
1	89642227	89642227
1	91903955	91903955
1	94187447	94187447
1	96381246	96381246
1	98540395	98540395
1	100728604	100728604
1	102898327	102898327
1	105485197	105485197
1	107642729	107642729
1	110042674	110042674
1	112239657	112239657
1	114514622	114514622
1	116714540	116714540
1	118920541	118920541
1	145073282	145073282
1	150360469	150360469
1	152712105	152712105
1	155020906	155020906
1	157387343	157387343
1	159630535	159630535
1	162023724	162023724
1	164223984	164223984
1	166418113	166418113
1	168613222	168613222
1	170830850	170830850
1	173058454	173058454
1	175375618	175375618
1	177517383	177517383
1	179789871	179789871
1	181991146	181991146
1	184174929	184174929
1	186374364	186374364
1	188541481	188541481
1	190680267	190680267
1	192833876	192833876
1	194991505	194991505
1	197221921	197221921
1	199358300	199358300
1	201572947	201572947
1	203894968	203894968
1	206572391	206572391
1	208774672	208774672
1	210930502	210930502
1	213224896	213224896
1	215379611	215379611
1	217496539	217496539
1	219641208	219641208
1	221849038	221849038
1	224281502	224281502
1	226593431	226593431
1	228867352	228867352
1	231027052	231027052
1	233210835	233210835
1	235468563	235468563
1	237726702	237726702
1	239886048	239886048
1	242061593	242061593
1	244560178	244560178
2	1	249250622
2	2211804	251462425
2	4430145	253680766
2	6669778	255920399
2	8762794	258013415
2	10971868	260222489
2	13132870	262383491
2	15310598	264561219
2	17505089	266755710
2	19710086	268960707
2	21884795	271135416
2	24003777	273254398
2	26308269	275558890
2	28534745	277785366
2	30678033	279928654
2	32938996	282189617
2	35170284	284420905
2	37374830	286625451
2	39610272	288860893
2	41771669	291022290
2	43992802	293243423
2	46165348	295415969
2	48369813	297620434
2	50551389	299802010
2	52685097	301935718
2	54861237	304111858
2	57091063	306341684
2	59256091	308506712
2	61446020	310696641
2	63744462	312995083
2	65960023	315210644
2	68140705	317391326
2	70344705	319595326
2	72578131	321828752
2	74852279	324102900
2	77053225	326303846
2	79235827	328486448
2	81376574	330627195
2	83522111	332772732
2	85751535	335002156
2	89074868	338325489
2	97411855	346662476
2	100104656	349355277
2	102340794	351591415
2	104472730	353723351
2	106597715	355848336
2	108972438	358223059
2	112422955	361673576
2	115108398	364359019
2	117280983	366531604
2	119491009	368741630
2	121653783	370904404
2	123829004	373079625
2	125983909	375234530
2	128154189	377404810
2	130378458	379629079
2	133670548	382921169
2	135850852	385101473
2	138085350	387335971
2	140248943	389499564
2	142369023	391619644
2	144489492	393740113
2	146591586	395842207
2	148735984	397986605
2	151060674	400311295
2	153275195	402525816
2	155452094	404702715
2	157614213	406864834
2	159851882	409102503
2	162064046	411314667
2	164205450	413456071
2	166330273	415580894
2	168526468	417777089
2	170736777	419987398
2	172977329	422227950
2	175173307	424423928
2	177375106	426625727
2	179545801	428796422
2	181727264	430977885
2	183891836	433142457
2	186082764	435333385
2	188267767	437518388
2	190435264	439685885
2	192622062	441872683
2	194786785	444037406
2	197005275	446255896
2	199245753	448496374
2	201403956	450654577
2	203734471	452985092
2	205940543	455191164
2	208132323	457382944
2	210417707	459668328
2	212580371	461830992
2	214739679	463990300
2	216933264	466183885
2	219074639	468325260
2	221285238	470535859
2	223409929	472660550
2	225630719	474881340
2	227762828	477013449
2	229992883	479243504
2	232226390	481477011
2	234588258	483838879
2	236769655	486020276
2	238913149	488163770
3	1	492449995
3	2256205	494706199
3	4456554	496906548
3	6665321	499115315
3	8816093	501266087
3	11028050	503478044
3	13251646	505701640
3	15457092	507907086
3	17630799	510080793
3	19830689	512280683
3	22048472	514498466
3	24281274	516731268
3	26424586	518874580
3	28674163	521124157
3	30816641	523266635
3	33016279	525466273
3	35252542	527702536
3	37444359	529894353
3	39648676	532098670
