bin.chrom	bin.start	bin.end	window
chr1	0	865427	865428
chr1	2530820	2734370	203551
chr1	3780324	4039451	259128
chr1	12804213	13189333	385121
chr1	13189334	13881621	692288
chr1	16819158	17056655	237498
chr1	17056656	17322923	266268
chr1	24255578	24465937	210360
chr1	25586166	25788206	202041
chr1	29819478	30073160	253683
chr1	83674488	83963136	288649
chr1	103676535	103913955	237421
chr1	103913956	104107187	193232
chr1	104107188	104371958	264771
chr1	108697840	108993906	296067
chr1	120508460	121172403	663944
chr1	121326397	142915077	21588681
chr1	142915078	144071760	1156683
chr1	144071761	144931188	859428
chr1	145073281	145399321	326041
chr1	145645633	145823581	177949
chr1	145823582	146602575	778994
chr1	147288040	147636954	348915
chr1	147636955	148565673	928719
chr1	148565674	149122964	557291
chr1	149279607	149883876	604270
chr1	161478718	161701978	223261
chr1	196703605	196874965	171361
chr1	205875174	206234100	358927
chr1	206234101	206572389	338289
chr1	223649624	223827661	178038
chr1	224046040	224281500	235461
chr1	235185204	235356040	170837
chr1	243058683	243375900	317218
chr1	248623562	248845128	221567
chr1	248845129	249111044	265916
chr2	4965134	5174411	209278
chr2	87001478	87377382	375905
chr2	87377383	88218729	841347
chr2	88218730	88398376	179647
chr2	89197076	89377232	180157
chr2	89377233	89886222	508990
chr2	89886223	90241996	355774
chr2	90241997	91845055	1603059
chr2	91845056	92275203	430148
chr2	92275204	95532300	3257097
chr2	95994853	96181694	186842
chr2	96181695	96383015	201321
chr2	96383016	96676185	293170
chr2	97637976	97950779	312804
chr2	97950780	98319589	368810
chr2	106951483	107178381	226899
chr2	108346159	108530851	184693
chr2	109224430	109398382	173953
chr2	110049387	110296082	246696
chr2	110412033	110878179	466147
chr2	110878180	111191067	312888
chr2	111191068	111497320	306253
chr2	111919873	112117054	197182
chr2	112117055	112422953	305899
chr2	112422954	112656163	233210
chr2	113114967	113320451	205485
chr2	114097851	114439629	341779
chr2	130708707	130986950	278244
chr2	131115484	131522216	406733
chr2	131868500	132106636	238137
chr2	132106637	132294413	187777
chr2	132457224	132698400	241177
chr2	132698401	133000722	302322
chr2	149635689	149839621	203933
chr2	242986539	243199372	212834
chr3	0	173710	173711
chr3	66165618	66379341	213724
chr3	75424719	75803230	378512
chr3	75803231	75974338	171108
chr3	90393973	93546647	3152675
chr3	125426068	125678302	252235
chr3	129756026	129969989	213964
chr3	195334395	195525024	190630
chr3	195639913	195808067	168155
chr3	197735228	198022429	287202
chr4	3978596	4214229	235634
chr4	8906817	9119824	213008
chr4	9119825	9498461	378637
chr4	9498462	9719708	221247
chr4	49047322	49569919	522598
chr4	49569920	52757532	3187613
chr4	70060587	70236074	175488
chr4	75352447	75524489	172043
chr4	119394522	119633343	238822
chr4	120186108	120385642	199535
chr4	132650563	132907401	256839
chr4	144676282	144870561	194280
chr4	144870562	145075872	205311
chr4	190845177	191154275	309099
chr5	619582	796053	176472
chr5	17455036	17665493	210458
chr5	20688773	20954773	266001
chr5	21306366	21526702	220337
chr5	34039509	34336695	297187
chr5	46301510	49482387	3180878
chr5	68809159	70751669	1942511
chr5	98773041	98947448	174408
chr5	138749150	138927585	178436
chr5	175326394	175622326	295933
chr5	175622327	175811855	189529
chr5	177067177	177434395	367219
chr5	180599194	180915259	316066
chr6	0	305882	305883
chr6	26670982	27008814	337833
chr6	31934541	32110043	175503
chr6	57754611	57978253	223643
chr6	57978254	58277824	299571
chr6	58277825	58501071	223247
chr6	58501072	58700617	199546
chr6	58700618	61959307	3258690
chr6	62098052	62285468	187417
chr6	95665053	95928905	263853
chr6	157508468	157712822	204355
chr6	167858666	168061956	203291
chr6	170815213	171115066	299854
chr7	5820899	6048929	228031
chr7	6659855	6837068	177214
chr7	6837069	7071646	234578
chr7	32735214	32919261	184048
chr7	35076651	35303639	226989
chr7	45703412	45889606	186195
chr7	56333763	56531509	197747
chr7	56785782	57219640	433859
chr7	57588379	57806163	217785
chr7	57806164	58000218	194055
chr7	58000219	61550465	3550247
chr7	61550466	61877483	327018
chr7	61877484	62062613	185130
chr7	62709729	63299654	589926
chr7	64410945	64664230	253286
chr7	64921483	65263324	341842
chr7	66474251	66684498	210248
chr7	66684499	66870740	186242
chr7	72082865	72279602	196738
chr7	72279603	72760146	480544
chr7	74140303	75179430	1039128
chr7	76074057	76437349	363293
chr7	76437350	76810157	372808
chr7	97431272	97618674	187403
chr7	100536960	100716453	179494
chr7	102099163	102491081	391919
chr7	102730188	102920214	190027
chr7	128050853	128225470	174618
chr7	130093295	130311843	218549
chr7	143170063	143596145	426083
chr7	143811966	144105010	293045
chr7	149544391	149768172	223782
chr7	149768173	150027631	259459
chr7	153399972	153587280	187309
chr7	153587281	153763279	175999
chr7	153763280	153933858	170579
chr7	154254942	154466672	211731
chr8	0	289344	289345
chr8	6903623	7630379	726757
chr8	7630380	8154985	524606
chr8	11854910	12509752	654843
chr8	43681615	46847164	3165550
chr8	86500399	86893804	393406
chr8	142704261	142884550	180290
chr8	145174421	145531766	357346
chr9	0	283691	283692
chr9	33506461	33686082	179622
chr9	38455271	38626533	171263
chr9	38737330	39182271	444942
chr9	39182272	41980038	2797767
chr9	41980039	43772147	1792109
chr9	43772148	44779994	1007847
chr9	44779995	46757575	1977581
chr9	46757576	66792273	20034698
chr9	66792274	68319110	1526837
chr9	68319111	69197273	878163
chr9	69197274	70966584	1769311
chr9	92279202	92486058	206857
chr9	92486059	92739753	253695
chr9	97019376	97230128	210753
chr9	99573680	99764414	190735
chr9	133051736	133308237	256502
chr9	140993712	141213430	219719
chr10	0	223569	223570
chr10	17712660	18247030	534371
chr10	38494139	38746449	252311
chr10	38746450	38986587	240138
chr10	39151706	42495236	3343531
chr10	42495237	42778883	283647
chr10	46156573	47008315	851743
chr10	47115623	47614549	498927
chr10	47614550	48310240	695691
chr10	48620875	49418272	797398
chr10	51000415	51518225	517811
chr10	51518226	51817618	299393
chr10	51817619	52093890	276272
chr10	52417021	52607009	189989
chr10	81302395	81486085	183691
chr10	81486086	81736628	250543
chr10	88829649	89184259	354611
chr10	89184260	89360540	176281
chr10	128549113	128815720	266608
chr10	135323372	135534746	211375
chr11	0	292183	292184
chr11	3210409	3399990	189582
chr11	3399991	3643807	243817
chr11	4230159	4462806	232648
chr11	48445841	48624298	178458
chr11	48781862	48959201	177340
chr11	48959202	49147620	188419
chr11	49147621	49328241	180621
chr11	49328242	49502328	174087
chr11	49502329	49674283	171955
chr11	49674284	49876911	202628
chr11	50720119	51251012	530894
chr11	51388599	51570300	181702
chr11	51570301	54897631	3327331
chr11	67539283	67790421	251139
chr11	69612264	69789924	177661
chr11	71365772	71631793	266022
chr11	88609015	88787161	178147
chr11	89356215	89838289	482075
chr11	96208959	96476295	267337
chr11	134827698	135006515	178818
chr12	0	266243	266244
chr12	8261653	8476457	214805
chr12	8476458	8662274	185817
chr12	9503960	9723291	219332
chr12	34784811	37952524	3167714
chr12	63849496	64019143	169648
chr12	64019144	64198025	178882
chr12	132688964	132905909	216946
chr12	133481756	133772924	291169
chr13	0	19409333	19409334
chr13	19933703	20138424	204722
chr13	52702130	52919640	217511
chr13	53038091	53249384	211294
chr13	86697930	86956138	258209
chr13	112263017	112515362	252346
chr13	114294905	114502107	207203
chr13	114611375	114821061	209687
chr14	0	19471236	19471237
chr14	19471237	20254676	783440
chr14	106004073	106227617	223545
chr15	0	20389945	20389946
chr15	20389946	20607850	217905
chr15	20607851	21912658	1304808
chr15	21912659	22385558	472900
chr15	22535732	22822436	286705
chr15	23061246	23626191	564946
chr15	24319889	24493519	173631
chr15	24493520	24691586	198067
chr15	28412266	28698536	286271
chr15	28698537	29145545	447009
chr15	30294445	30929576	635132
