ID	chrom	loc.start	loc.end	num.mark	seg.mean
C11_S11_R1_001	1	1311585	247759503	381	-1.11709298404851
C11_S11_R1_001	2	1	85066739	156	-3.90648117305313
C11_S11_R1_001	2	85640907	242467448	258	-1.11709298404851
C11_S11_R1_001	3	1	58851442	107	0.28256150389817
C11_S11_R1_001	3	59414824	174890360	203	-0.275455206056397
C11_S11_R1_001	3	175421989	196668269	39	0.902754545976899
C11_S11_R1_001	4	1	189744482	334	0.28256150389817
C11_S11_R1_001	5	1	9312787	18	0.902754545976899
C11_S11_R1_001	5	9840932	150379343	242	1.30641111748853
C11_S11_R1_001	5	150922370	179547305	50	0.902754545976899
C11_S11_R1_001	6	1	27927264	50	-0.275455206056397
C11_S11_R1_001	6	28469863	34276598	11	-3.90648117305313
C11_S11_R1_001	6	34862525	55755409	39	-0.275455206056397
C11_S11_R1_001	6	56292804	159826835	179	0.28256150389817
C11_S11_R1_001	6	160386589	170375493	19	-0.275455206056397
C11_S11_R1_001	7	1	55278500	100	0.28256150389817
C11_S11_R1_001	7	55930149	158565265	157	-0.275455206056397
C11_S11_R1_001	8	1	80187381	135	-3.90648117305313
C11_S11_R1_001	8	80727231	98648923	32	0.28256150389817
C11_S11_R1_001	8	99220325	145702044	85	0.902754545976899
C11_S11_R1_001	9	1	16107039	30	-1.11709298404851
C11_S11_R1_001	9	16635877	24398998	15	-3.90648117305313
C11_S11_R1_001	9	24951594	140478864	147	-0.275455206056397
C11_S11_R1_001	10	1	134858998	222	-0.275455206056397
C11_S11_R1_001	11	771006	72910945	116	-1.11709298404851
C11_S11_R1_001	11	73465012	134397990	110	0.28256150389817
C11_S11_R1_001	12	1	41269907	66	0.28256150389817
C11_S11_R1_001	12	41812867	125235398	150	0.902754545976899
C11_S11_R1_001	12	125800208	132406160	13	0.28256150389817
C11_S11_R1_001	13	19931343	114450206	173	0.28256150389817
C11_S11_R1_001	14	20629256	47005442	48	-0.275455206056397
C11_S11_R1_001	14	47538039	106688236	108	0.28256150389817
C11_S11_R1_001	15	23761619	58668396	56	-0.275455206056397
C11_S11_R1_001	15	59214759	101845557	74	0.902754545976899
C11_S11_R1_001	16	1	34331545	44	0.28256150389817
C11_S11_R1_001	16	46672397	77540735	54	0.902754545976899
C11_S11_R1_001	16	78081176	89003458	21	-1.11709298404851
C11_S11_R1_001	17	1	80550637	124	0.28256150389817
C11_S11_R1_001	18	1	43245625	71	-0.275455206056397
C11_S11_R1_001	18	43828107	77461193	63	-3.90648117305313
C11_S11_R1_001	19	868244	58504281	87	-0.275455206056397
C11_S11_R1_001	20	1	24694435	46	0.902754545976899
C11_S11_R1_001	20	30090176	62347626	59	1.30641111748853
C11_S11_R1_001	21	15768033	47537225	59	-1.11709298404851
C11_S11_R1_001	22	17678039	50623271	54	-1.11709298404851
C11_S11_R1_001	23	1768812	70538247	110	-1.11709298404851
C11_S11_R1_001	23	71278181	108820245	55	-0.275455206056397
C11_S11_R1_001	23	109391266	154520456	75	-3.90648117305313
C11_S11_R1_001	24	6953627	23115112	14	-3.90648117305313
