ID	chrom	loc.start	loc.end	num.mark	seg.mean
C106_S106_R1_001	1	1311585	92362973	159	-0.275037084236591
C106_S106_R1_001	1	92950448	247759503	222	0.276205409116354
C106_S106_R1_001	2	1	40653941	75	-0.275037084236591
C106_S106_R1_001	2	41183790	86206895	83	0.276205409116354
C106_S106_R1_001	2	88405386	122619503	41	-0.275037084236591
C106_S106_R1_001	2	123173654	242467448	215	0.276205409116354
C106_S106_R1_001	3	1	59941676	109	0.276205409116354
C106_S106_R1_001	3	60461875	134720966	128	-0.275037084236591
C106_S106_R1_001	3	135270182	137601558	5	-1.20773867046806
C106_S106_R1_001	3	138160298	175974172	70	-0.275037084236591
C106_S106_R1_001	3	176517939	196668269	37	0.276205409116354
C106_S106_R1_001	4	1	81718601	139	0.276205409116354
C106_S106_R1_001	4	82272072	189744482	195	-0.275037084236591
C106_S106_R1_001	5	1	179547305	310	0.276205409116354
C106_S106_R1_001	6	1	27927264	50	-0.275037084236591
C106_S106_R1_001	6	28469863	32607657	8	-4.36140951308304
C106_S106_R1_001	6	33153441	55755409	42	-0.275037084236591
C106_S106_R1_001	6	56292804	74513133	25	0.276205409116354
C106_S106_R1_001	6	75112634	170375493	173	-0.275037084236591
C106_S106_R1_001	7	1	30747064	56	-0.275037084236591
C106_S106_R1_001	7	31268858	45353138	26	0.276205409116354
C106_S106_R1_001	7	45981772	142457952	150	-0.275037084236591
C106_S106_R1_001	7	143871295	158565265	25	0.276205409116354
C106_S106_R1_001	8	1	14877703	23	-1.20773867046806
C106_S106_R1_001	8	15408655	100359897	147	-0.275037084236591
C106_S106_R1_001	8	100921152	145702044	82	0.276205409116354
C106_S106_R1_001	9	1	25501683	47	-1.20773867046806
C106_S106_R1_001	9	26039434	140478864	145	0.276205409116354
C106_S106_R1_001	10	1	134858998	222	0.276205409116354
C106_S106_R1_001	11	771006	80110217	129	0.276205409116354
C106_S106_R1_001	11	80657766	90645265	17	-0.275037084236591
C106_S106_R1_001	11	91197154	134397990	80	-1.20773867046806
C106_S106_R1_001	12	1	75146882	126	-0.275037084236591
C106_S106_R1_001	12	75680557	124149133	88	0.276205409116354
C106_S106_R1_001	12	124706998	132406160	15	-0.275037084236591
C106_S106_R1_001	13	19931343	114450206	173	-0.275037084236591
C106_S106_R1_001	14	20629256	47005442	48	0.276205409116354
C106_S106_R1_001	14	47538039	57553697	19	0.908474459213931
C106_S106_R1_001	14	58127394	106688236	89	0.591793085144171
C106_S106_R1_001	15	23761619	101845557	130	0.276205409116354
C106_S106_R1_001	16	1	52132081	55	-0.275037084236591
C106_S106_R1_001	16	52658817	89003458	64	0.276205409116354
C106_S106_R1_001	17	1	25998221	34	0.276205409116354
C106_S106_R1_001	17	26570958	40399800	22	-0.275037084236591
C106_S106_R1_001	17	41002388	76467170	61	0.276205409116354
C106_S106_R1_001	17	77029939	80550637	7	-0.275037084236591
C106_S106_R1_001	18	1	43245625	71	-0.275037084236591
C106_S106_R1_001	18	43828107	77461193	63	-1.20773867046806
C106_S106_R1_001	19	868244	58504281	87	0.276205409116354
C106_S106_R1_001	20	1	24694435	46	0.276205409116354
C106_S106_R1_001	20	30090176	62347626	59	0.591793085144171
C106_S106_R1_001	21	15768033	47537225	59	-0.275037084236591
C106_S106_R1_001	22	17678039	50623271	54	-0.275037084236591
C106_S106_R1_001	23	1768812	71278181	111	-1.20773867046806
C106_S106_R1_001	23	72726490	103073022	44	-0.275037084236591
C106_S106_R1_001	23	103702507	108820245	10	0.276205409116354
C106_S106_R1_001	23	109391266	154520456	75	-1.20773867046806
C106_S106_R1_001	24	6953627	23115112	14	-4.36140951308304
