ID	chrom	loc.start	loc.end	num.mark	seg.mean
C114_S114_R1_001	1	1311585	9336763	15	0.472708991598075
C114_S114_R1_001	1	9924955	39663211	49	-0.488731077688734
C114_S114_R1_001	1	40254119	228616665	283	0.472708991598075
C114_S114_R1_001	1	229205321	247759503	34	-0.0883607744495176
C114_S114_R1_001	2	1	132906953	214	-0.0883607744495176
C114_S114_R1_001	2	133530935	242467448	200	-0.488731077688734
C114_S114_R1_001	3	1	7724175	15	0.472708991598075
C114_S114_R1_001	3	8268586	37444359	54	0.203743491079958
C114_S114_R1_001	3	37987143	39089140	3	1.09094796854045
C114_S114_R1_001	3	39648676	138160298	171	-0.488731077688734
C114_S114_R1_001	3	138754666	141485776	6	0.716369742154828
C114_S114_R1_001	3	142074601	150190099	16	-0.488731077688734
C114_S114_R1_001	3	150747278	168881385	34	0.203743491079958
C114_S114_R1_001	3	169414944	172194033	6	1.09094796854045
C114_S114_R1_001	3	172749757	177650471	10	-0.488731077688734
C114_S114_R1_001	3	178177895	196668269	34	0.472708991598075
C114_S114_R1_001	4	1	48290424	87	-1.01775442602626
C114_S114_R1_001	4	52919429	58079100	10	0.472708991598075
C114_S114_R1_001	4	58654611	87875495	53	-0.0883607744495176
C114_S114_R1_001	4	88441218	121356190	60	0.203743491079958
C114_S114_R1_001	4	121911504	179863328	106	-0.488731077688734
C114_S114_R1_001	4	180398823	189744482	18	-1.01775442602626
C114_S114_R1_001	5	1	45680720	82	-0.0883607744495176
C114_S114_R1_001	5	50020331	137620926	155	-1.01775442602626
C114_S114_R1_001	5	138206194	147661552	18	-0.0883607744495176
C114_S114_R1_001	5	148203545	154252477	12	0.472708991598075
C114_S114_R1_001	5	154815892	179547305	43	-0.0883607744495176
C114_S114_R1_001	6	1	7299771	14	-1.01775442602626
C114_S114_R1_001	6	7846580	27927264	36	0.472708991598075
C114_S114_R1_001	6	28469863	32607657	8	-4.54849102762506
C114_S114_R1_001	6	33153441	119746770	148	-0.488731077688734
C114_S114_R1_001	6	120272078	170375493	92	-0.0883607744495176
C114_S114_R1_001	7	1	113102373	179	0.716369742154828
C114_S114_R1_001	7	113668695	130711452	32	1.53359377400608
C114_S114_R1_001	7	131265620	158565265	46	0.203743491079958
C114_S114_R1_001	8	1	42165678	73	-0.488731077688734
C114_S114_R1_001	8	42760788	70314623	44	-0.0883607744495176
C114_S114_R1_001	8	70879905	81300678	20	2.69035466484383
C114_S114_R1_001	8	81854407	85670400	8	-0.488731077688734
C114_S114_R1_001	8	87055484	92029285	10	1.53359377400608
C114_S114_R1_001	8	92579301	111830516	36	-1.01775442602626
C114_S114_R1_001	8	112365501	124292987	23	2.69035466484383
C114_S114_R1_001	8	124844996	128675273	8	1.53359377400608
C114_S114_R1_001	8	129216376	145702044	30	-0.488731077688734
C114_S114_R1_001	9	1	37866151	69	-0.488731077688734
C114_S114_R1_001	9	71390506	140478864	123	-0.0883607744495176
C114_S114_R1_001	10	1	29340112	52	-0.0883607744495176
C114_S114_R1_001	10	29905028	32741014	6	-1.01775442602626
C114_S114_R1_001	10	33353982	56514702	25	-0.0883607744495176
C114_S114_R1_001	10	57045727	72994038	30	0.472708991598075
C114_S114_R1_001	10	73509601	80759732	14	1.09094796854045
C114_S114_R1_001	10	82121594	112432563	54	-1.01775442602626
C114_S114_R1_001	10	112964644	134858998	41	-0.488731077688734
C114_S114_R1_001	11	771006	134397990	226	-0.0883607744495176
C114_S114_R1_001	12	1	10685666	18	-0.0883607744495176
C114_S114_R1_001	12	11224142	28326802	32	-0.488731077688734
C114_S114_R1_001	12	28872392	115485969	149	-0.0883607744495176
