ID	chrom	loc.start	loc.end	num.mark	seg.mean
C120_S120_R1_001	1	1311585	17307126	25	-1.15946680322669
C120_S120_R1_001	1	17878681	92362973	134	-0.194703922599679
C120_S120_R1_001	1	92950448	247759503	222	0.362878852903529
C120_S120_R1_001	2	1	41183790	76	-0.194703922599679
C120_S120_R1_001	2	41720797	86206895	82	0.362878852903529
C120_S120_R1_001	2	88405386	122619503	41	-1.15946680322669
C120_S120_R1_001	2	123173654	242467448	215	-0.194703922599679
C120_S120_R1_001	3	1	59414824	108	0.362878852903529
C120_S120_R1_001	3	59941676	134720966	129	-0.194703922599679
C120_S120_R1_001	3	135270182	137601558	5	-1.15946680322669
C120_S120_R1_001	3	138160298	175974172	70	-0.194703922599679
C120_S120_R1_001	3	176517939	196668269	37	0.362878852903529
C120_S120_R1_001	4	1	38860758	70	-0.194703922599679
C120_S120_R1_001	4	39427835	81173810	68	0.362878852903529
C120_S120_R1_001	4	81718601	189744482	196	-0.194703922599679
C120_S120_R1_001	5	1	179547305	310	0.362878852903529
C120_S120_R1_001	6	1	27927264	50	-0.194703922599679
C120_S120_R1_001	6	28469863	32607657	8	-1.15946680322669
C120_S120_R1_001	6	33153441	55755409	42	-0.194703922599679
C120_S120_R1_001	6	56292804	74513133	25	0.362878852903529
C120_S120_R1_001	6	75112634	170375493	173	-0.194703922599679
C120_S120_R1_001	7	1	142457952	232	-0.194703922599679
C120_S120_R1_001	7	143871295	158565265	25	0.362878852903529
C120_S120_R1_001	8	1	14877703	23	-1.15946680322669
C120_S120_R1_001	8	15408655	98648923	144	-0.194703922599679
C120_S120_R1_001	8	99220325	112899521	26	0.362878852903529
C120_S120_R1_001	8	113437515	115585705	5	-1.15946680322669
C120_S120_R1_001	8	116126931	145702044	54	0.362878852903529
C120_S120_R1_001	9	1	24398998	45	-1.15946680322669
C120_S120_R1_001	9	24951594	84673191	49	0.362878852903529
C120_S120_R1_001	9	85220201	140478864	98	-0.194703922599679
C120_S120_R1_001	10	1	134858998	222	0.362878852903529
C120_S120_R1_001	11	771006	12217584	20	-0.194703922599679
C120_S120_R1_001	11	12751071	80110217	109	0.362878852903529
C120_S120_R1_001	11	80657766	118711013	68	-0.194703922599679
C120_S120_R1_001	11	119284816	134397990	29	0.362878852903529
C120_S120_R1_001	12	1	132406160	229	-0.194703922599679
C120_S120_R1_001	13	19931343	114450206	173	-0.194703922599679
C120_S120_R1_001	14	20629256	26359339	11	0.362878852903529
C120_S120_R1_001	14	26895601	45863343	35	-0.194703922599679
C120_S120_R1_001	14	46438896	106688236	110	0.362878852903529
C120_S120_R1_001	15	23761619	101845557	130	-0.194703922599679
C120_S120_R1_001	16	1	52132081	55	-0.194703922599679
C120_S120_R1_001	16	52658817	89003458	64	0.362878852903529
C120_S120_R1_001	17	1	80550637	124	0.362878852903529
C120_S120_R1_001	18	1	21793222	31	-0.194703922599679
C120_S120_R1_001	18	22348981	43245625	40	0.362878852903529
C120_S120_R1_001	18	43828107	77461193	63	-1.15946680322669
C120_S120_R1_001	19	868244	58504281	87	0.362878852903529
C120_S120_R1_001	20	1	62347626	105	0.362878852903529
C120_S120_R1_001	21	15768033	47537225	59	-0.194703922599679
C120_S120_R1_001	22	17678039	50623271	54	-0.194703922599679
C120_S120_R1_001	23	1768812	71278181	111	-1.15946680322669
C120_S120_R1_001	23	72726490	103073022	44	-0.194703922599679
C120_S120_R1_001	23	103702507	108820245	10	0.362878852903529
C120_S120_R1_001	23	109391266	154520456	75	-1.15946680322669
C120_S120_R1_001	24	6953627	23115112	14	-1.15946680322669
