ID	chrom	loc.start	loc.end	num.mark	seg.mean
C115_S115_R1_001	1	1311585	91805589	158	-0.298296922300751
C115_S115_R1_001	1	92362973	247759503	223	0.260720794612243
C115_S115_R1_001	2	1	41183790	76	-0.298296922300751
C115_S115_R1_001	2	41720797	86206895	82	0.260720794612243
C115_S115_R1_001	2	88405386	122055360	40	-0.298296922300751
C115_S115_R1_001	2	122619503	242467448	216	0.260720794612243
C115_S115_R1_001	3	1	59941676	109	0.260720794612243
C115_S115_R1_001	3	60461875	133653146	126	-0.298296922300751
C115_S115_R1_001	3	134194721	175974172	77	-1.21133206686795
C115_S115_R1_001	3	176517939	196668269	37	-0.298296922300751
C115_S115_R1_001	4	1	81718601	139	0.260720794612243
C115_S115_R1_001	4	82272072	189744482	195	-0.298296922300751
C115_S115_R1_001	5	1	179547305	310	0.260720794612243
C115_S115_R1_001	6	1	27927264	50	-0.298296922300751
C115_S115_R1_001	6	28469863	32607657	8	-4.61487229710939
C115_S115_R1_001	6	33153441	55214223	41	-0.298296922300751
C115_S115_R1_001	6	55755409	74513133	26	0.260720794612243
C115_S115_R1_001	6	75112634	170375493	173	-0.298296922300751
C115_S115_R1_001	7	1	62036924	102	0.260720794612243
C115_S115_R1_001	7	63788432	142457952	130	-0.298296922300751
C115_S115_R1_001	7	143871295	158565265	25	0.260720794612243
C115_S115_R1_001	8	1	14877703	23	-1.21133206686795
C115_S115_R1_001	8	15408655	80727231	113	-0.298296922300751
C115_S115_R1_001	8	81300678	145702044	116	0.611246524955875
C115_S115_R1_001	9	1	20526828	38	-1.21133206686795
C115_S115_R1_001	9	21070070	24398998	7	-4.61487229710939
C115_S115_R1_001	9	24951594	140478864	147	0.260720794612243
C115_S115_R1_001	10	1	134858998	222	0.260720794612243
C115_S115_R1_001	11	771006	2463670	4	-0.298296922300751
C115_S115_R1_001	11	3757491	80110217	125	0.260720794612243
C115_S115_R1_001	11	80657766	134397990	97	-0.298296922300751
C115_S115_R1_001	12	1	75146882	126	-0.298296922300751
C115_S115_R1_001	12	75680557	124149133	88	0.260720794612243
C115_S115_R1_001	12	124706998	132406160	15	-0.298296922300751
C115_S115_R1_001	13	19931343	114450206	173	-0.298296922300751
C115_S115_R1_001	14	20629256	44724031	44	0.260720794612243
C115_S115_R1_001	14	45297707	50904965	11	0.611246524955875
C115_S115_R1_001	14	51457910	58127394	13	0.946169201322858
C115_S115_R1_001	14	58695233	106688236	88	0.611246524955875
C115_S115_R1_001	15	23761619	83901414	99	-0.298296922300751
C115_S115_R1_001	15	85302702	101845557	31	0.260720794612243
C115_S115_R1_001	16	1	52132081	55	-0.298296922300751
C115_S115_R1_001	16	52658817	67342191	28	0.260720794612243
C115_S115_R1_001	16	67928688	78081176	16	0.611246524955875
C115_S115_R1_001	16	78610925	89003458	20	-0.298296922300751
C115_S115_R1_001	17	1	80550637	124	0.260720794612243
C115_S115_R1_001	18	1	21793222	31	-0.298296922300751
C115_S115_R1_001	18	22348981	43245625	40	0.260720794612243
C115_S115_R1_001	18	43828107	77461193	63	-1.21133206686795
C115_S115_R1_001	19	868244	58504281	87	0.260720794612243
C115_S115_R1_001	20	1	24694435	46	0.260720794612243
C115_S115_R1_001	20	30090176	62347626	59	0.611246524955875
C115_S115_R1_001	21	15768033	47537225	59	-0.298296922300751
C115_S115_R1_001	22	17678039	50623271	54	-0.298296922300751
C115_S115_R1_001	23	1768812	71278181	111	-1.21133206686795
C115_S115_R1_001	23	72726490	103073022	44	-0.298296922300751
C115_S115_R1_001	23	103702507	108820245	10	0.260720794612243
C115_S115_R1_001	23	109391266	154520456	75	-1.21133206686795
C115_S115_R1_001	24	6953627	23115112	14	-4.61487229710939
