ID	chrom	loc.start	loc.end	num.mark	seg.mean
C122_S122_R1_001	1	1311585	91805589	158	-0.248992758636321
C122_S122_R1_001	1	92362973	247759503	223	0.288391828012067
C122_S122_R1_001	2	1	41183790	76	-0.248992758636321
C122_S122_R1_001	2	41720797	85640907	81	0.288391828012067
C122_S122_R1_001	2	86206895	122619503	42	-0.248992758636321
C122_S122_R1_001	2	123173654	126389254	7	0.288391828012067
C122_S122_R1_001	2	126931959	202330837	135	-0.248992758636321
C122_S122_R1_001	2	202887990	242467448	73	0.288391828012067
C122_S122_R1_001	3	1	59941676	109	0.288391828012067
C122_S122_R1_001	3	60461875	134720966	128	-0.248992758636321
C122_S122_R1_001	3	135270182	137601558	5	-1.18913958124161
C122_S122_R1_001	3	138160298	175974172	70	-0.248992758636321
C122_S122_R1_001	3	176517939	196668269	37	0.288391828012067
C122_S122_R1_001	4	1	43938873	79	-0.248992758636321
C122_S122_R1_001	4	44473887	81173810	59	0.288391828012067
C122_S122_R1_001	4	81718601	189744482	196	-0.248992758636321
C122_S122_R1_001	5	1	179547305	310	0.288391828012067
C122_S122_R1_001	6	1	27927264	50	-0.248992758636321
C122_S122_R1_001	6	28469863	32607657	8	-3.9021426634244
C122_S122_R1_001	6	33153441	55755409	42	-0.248992758636321
C122_S122_R1_001	6	56292804	74513133	25	0.288391828012067
C122_S122_R1_001	6	75112634	170375493	173	-0.248992758636321
C122_S122_R1_001	7	1	34696643	63	-0.248992758636321
C122_S122_R1_001	7	35395175	55930149	38	0.288391828012067
C122_S122_R1_001	7	62036924	142457952	131	-0.248992758636321
C122_S122_R1_001	7	143871295	158565265	25	0.288391828012067
C122_S122_R1_001	8	1	14877703	23	-1.18913958124161
C122_S122_R1_001	8	15408655	99791790	146	-0.248992758636321
C122_S122_R1_001	8	100359897	112899521	24	0.288391828012067
C122_S122_R1_001	8	113437515	115585705	5	-1.18913958124161
C122_S122_R1_001	8	116126931	145702044	54	0.288391828012067
C122_S122_R1_001	9	1	125048819	165	-0.248992758636321
C122_S122_R1_001	9	125635323	140478864	27	0.153790545140665
C122_S122_R1_001	10	1	134858998	222	0.288391828012067
C122_S122_R1_001	11	771006	80110217	129	0.288391828012067
C122_S122_R1_001	11	80657766	134397990	97	-0.248992758636321
C122_S122_R1_001	12	1	132406160	229	-0.248992758636321
C122_S122_R1_001	13	19931343	77482881	105	-0.248992758636321
C122_S122_R1_001	13	78020482	114450206	68	0.288391828012067
C122_S122_R1_001	14	20629256	47005442	48	0.288391828012067
C122_S122_R1_001	14	47538039	50904965	7	0.663043211612489
C122_S122_R1_001	14	51457910	57553697	12	0.986090545140666
C122_S122_R1_001	14	58127394	106688236	89	0.663043211612489
C122_S122_R1_001	15	23761619	101845557	130	0.288391828012067
C122_S122_R1_001	16	1	52132081	55	-0.248992758636321
C122_S122_R1_001	16	52658817	89003458	64	0.288391828012067
C122_S122_R1_001	17	1	80550637	124	0.288391828012067
C122_S122_R1_001	18	1	22348981	32	-0.248992758636321
C122_S122_R1_001	18	22870951	43245625	39	0.288391828012067
C122_S122_R1_001	18	43828107	77461193	63	-1.18913958124161
C122_S122_R1_001	19	868244	11425864	18	-0.248992758636321
C122_S122_R1_001	19	12064344	58504281	69	0.288391828012067
C122_S122_R1_001	20	1	24694435	46	0.288391828012067
C122_S122_R1_001	20	30090176	62347626	59	0.663043211612489
C122_S122_R1_001	21	15768033	47537225	59	-0.248992758636321
C122_S122_R1_001	22	17678039	50623271	54	-0.248992758636321
C122_S122_R1_001	23	1768812	71278181	111	-1.18913958124161
C122_S122_R1_001	23	72726490	103073022	44	-0.248992758636321
C122_S122_R1_001	23	103702507	108820245	10	0.288391828012067
C122_S122_R1_001	23	109391266	154520456	75	-1.18913958124161
C122_S122_R1_001	24	6953627	23115112	14	-3.9021426634244
