ID	chrom	loc.start	loc.end	num.mark	seg.mean
C104_S104_R1_001	1	1311585	92362973	159	-0.311083506171438
C104_S104_R1_001	1	92950448	247759503	222	0.254075419015308
C104_S104_R1_001	2	1	40653941	75	-0.311083506171438
C104_S104_R1_001	2	41183790	88405386	84	0.254075419015308
C104_S104_R1_001	2	96687148	122619503	40	-0.311083506171438
C104_S104_R1_001	2	123173654	242467448	215	0.254075419015308
C104_S104_R1_001	3	1	59941676	109	0.254075419015308
C104_S104_R1_001	3	60461875	134720966	128	-0.311083506171438
C104_S104_R1_001	3	135270182	137601558	5	-1.2303806926155
C104_S104_R1_001	3	138160298	175974172	70	-0.311083506171438
C104_S104_R1_001	3	176517939	196668269	37	0.254075419015308
C104_S104_R1_001	4	1	81718601	139	0.254075419015308
C104_S104_R1_001	4	82272072	189744482	195	-0.311083506171438
C104_S104_R1_001	5	1	179547305	310	0.254075419015308
C104_S104_R1_001	6	1	27927264	50	-0.311083506171438
C104_S104_R1_001	6	28469863	32607657	8	-4.19504475260443
C104_S104_R1_001	6	33153441	55755409	42	-0.311083506171438
C104_S104_R1_001	6	56292804	74513133	25	0.254075419015308
C104_S104_R1_001	6	75112634	170375493	173	-0.311083506171438
C104_S104_R1_001	7	1	62036924	102	0.254075419015308
C104_S104_R1_001	7	63788432	142457952	130	-0.311083506171438
C104_S104_R1_001	7	143871295	158565265	25	0.254075419015308
C104_S104_R1_001	8	1	14877703	23	-1.2303806926155
C104_S104_R1_001	8	15408655	100359897	147	-0.311083506171438
C104_S104_R1_001	8	100921152	145702044	82	0.254075419015308
C104_S104_R1_001	9	1	20526828	38	-1.2303806926155
C104_S104_R1_001	9	21070070	24398998	7	-4.19504475260443
C104_S104_R1_001	9	24951594	140478864	147	0.254075419015308
C104_S104_R1_001	10	1	134858998	222	0.254075419015308
C104_S104_R1_001	11	771006	80110217	129	0.254075419015308
C104_S104_R1_001	11	80657766	134397990	97	-0.311083506171438
C104_S104_R1_001	12	1	75680557	127	-0.311083506171438
C104_S104_R1_001	12	76228297	124149133	87	0.254075419015308
C104_S104_R1_001	12	124706998	132406160	15	-0.311083506171438
C104_S104_R1_001	13	19931343	114450206	173	-0.311083506171438
C104_S104_R1_001	14	20629256	47005442	48	0.254075419015308
C104_S104_R1_001	14	47538039	50329022	6	0.582115640961657
C104_S104_R1_001	14	50904965	57553697	13	0.978959919602909
C104_S104_R1_001	14	58127394	106688236	89	0.582115640961657
C104_S104_R1_001	15	23761619	58668396	56	-0.311083506171438
C104_S104_R1_001	15	59214759	74694598	29	0.254075419015308
C104_S104_R1_001	15	75278541	101845557	45	0.582115640961657
C104_S104_R1_001	16	1	34331545	44	-0.311083506171438
C104_S104_R1_001	16	46672397	51069848	9	0.254075419015308
C104_S104_R1_001	16	51610073	78081176	46	0.582115640961657
C104_S104_R1_001	16	78610925	89003458	20	-0.311083506171438
C104_S104_R1_001	17	1	80550637	124	0.254075419015308
C104_S104_R1_001	18	1	22348981	32	-0.311083506171438
C104_S104_R1_001	18	22870951	43245625	39	0.254075419015308
C104_S104_R1_001	18	43828107	77461193	63	-1.2303806926155
C104_S104_R1_001	19	868244	58504281	87	0.254075419015308
C104_S104_R1_001	20	1	24694435	46	0.254075419015308
C104_S104_R1_001	20	30090176	62347626	59	0.582115640961657
C104_S104_R1_001	21	15768033	47537225	59	-0.311083506171438
C104_S104_R1_001	22	17678039	50623271	54	-0.311083506171438
C104_S104_R1_001	23	1768812	71278181	111	-1.2303806926155
C104_S104_R1_001	23	72726490	103073022	44	-0.311083506171438
C104_S104_R1_001	23	103702507	108820245	10	0.254075419015308
C104_S104_R1_001	23	109391266	154520456	75	-1.2303806926155
C104_S104_R1_001	24	6953627	23115112	14	-4.19504475260443
