ID	chrom	loc.start	loc.end	num.mark	seg.mean
C119_S119_R1_001	1	1311585	92362973	159	-0.334322630476902
C119_S119_R1_001	1	92950448	247759503	222	0.224161665986629
C119_S119_R1_001	2	1	40653941	75	-0.334322630476902
C119_S119_R1_001	2	41183790	88405386	84	0.224161665986629
C119_S119_R1_001	2	96687148	122619503	40	-0.334322630476902
C119_S119_R1_001	2	123173654	242467448	215	0.224161665986629
C119_S119_R1_001	3	1	59941676	109	0.224161665986629
C119_S119_R1_001	3	60461875	134720966	128	-0.334322630476902
C119_S119_R1_001	3	135270182	137601558	5	-1.24670043028335
C119_S119_R1_001	3	138160298	175974172	70	-0.334322630476902
C119_S119_R1_001	3	176517939	196668269	37	0.224161665986629
C119_S119_R1_001	4	1	35047655	63	-0.334322630476902
C119_S119_R1_001	4	35579350	81718601	76	0.224161665986629
C119_S119_R1_001	4	82272072	189744482	195	-0.334322630476902
C119_S119_R1_001	5	1	179547305	310	0.224161665986629
C119_S119_R1_001	6	1	27927264	50	-0.334322630476902
C119_S119_R1_001	6	28469863	32607657	8	-4.73485350415945
C119_S119_R1_001	6	33153441	55755409	42	-0.334322630476902
C119_S119_R1_001	6	56292804	74513133	25	0.224161665986629
C119_S119_R1_001	6	75112634	170375493	173	-0.334322630476902
C119_S119_R1_001	7	1	62036924	102	0.224161665986629
C119_S119_R1_001	7	63788432	142457952	130	-0.334322630476902
C119_S119_R1_001	7	143871295	158565265	25	0.224161665986629
C119_S119_R1_001	8	1	14877703	23	-1.24670043028335
C119_S119_R1_001	8	15408655	80727231	113	-0.334322630476902
C119_S119_R1_001	8	81300678	145702044	116	0.569967011880233
C119_S119_R1_001	9	1	20526828	38	-1.24670043028335
C119_S119_R1_001	9	21070070	24398998	7	-4.73485350415945
C119_S119_R1_001	9	24951594	140478864	147	0.224161665986629
C119_S119_R1_001	10	1	134858998	222	0.224161665986629
C119_S119_R1_001	11	771006	80110217	129	0.224161665986629
C119_S119_R1_001	11	80657766	134397990	97	-0.334322630476902
C119_S119_R1_001	12	1	75146882	126	-0.334322630476902
C119_S119_R1_001	12	75680557	124149133	88	0.224161665986629
C119_S119_R1_001	12	124706998	132406160	15	-0.334322630476902
C119_S119_R1_001	13	19931343	114450206	173	0.224161665986629
C119_S119_R1_001	14	20629256	47005442	48	0.224161665986629
C119_S119_R1_001	14	47538039	57553697	19	0.887151374162842
C119_S119_R1_001	14	58127394	106688236	89	0.569967011880233
C119_S119_R1_001	15	23761619	60336960	59	-0.334322630476902
C119_S119_R1_001	15	60878517	70743878	19	0.224161665986629
C119_S119_R1_001	15	71303632	101845557	52	0.569967011880233
C119_S119_R1_001	16	1	34331545	44	-0.334322630476902
C119_S119_R1_001	16	46672397	52132081	11	0.224161665986629
C119_S119_R1_001	16	52658817	78081176	44	0.569967011880233
C119_S119_R1_001	16	78610925	89003458	20	-0.334322630476902
C119_S119_R1_001	17	1	80550637	124	0.224161665986629
C119_S119_R1_001	18	1	21793222	31	-0.334322630476902
C119_S119_R1_001	18	22348981	43245625	40	0.224161665986629
C119_S119_R1_001	18	43828107	77461193	63	-1.24670043028335
C119_S119_R1_001	19	868244	58504281	87	0.224161665986629
C119_S119_R1_001	20	1	7865225	15	-0.334322630476902
C119_S119_R1_001	20	8397540	24694435	31	0.224161665986629
C119_S119_R1_001	20	30090176	62347626	59	0.569967011880233
C119_S119_R1_001	21	15768033	47537225	59	-0.334322630476902
C119_S119_R1_001	22	17678039	50623271	54	-0.334322630476902
C119_S119_R1_001	23	1768812	71278181	111	-1.24670043028335
C119_S119_R1_001	23	72726490	103073022	44	-0.334322630476902
C119_S119_R1_001	23	103702507	108820245	10	0.224161665986629
C119_S119_R1_001	23	109391266	154520456	75	-1.24670043028335
C119_S119_R1_001	24	6953627	23115112	14	-4.73485350415945
